Order ID;Month;Year;City;Segment;Category;Sub-Category;Product Name;Sales;Quantity;Profit
CA-2014-147298;April;2014;DI Yogyakarta;Corporate;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red";USD 18,29;6;USD 5,72
CA-2014-147298;April;2014;Jawa Timur;Corporate;Furniture;Chairs;Bevis Steel Folding Chairs;USD 230,28;3;USD 23,03
CA-2014-128055;Maret;2014;DKI Jakarta;Consumer;Office Supplies;Appliances;Fellowes Advanced Computer Series Surge Protectors;USD 52,98;2;USD 14,83
CA-2014-138100;September;2014;Jawa Barat;Consumer;Furniture;Furnishings;Master Caster Door Stop, Large Neon Orange;USD 14,56;2;USD 6,26
CA-2014-128055;Maret;2014;Banten;Consumer;Office Supplies;Binders;GBC DocuBind 200 Manual Binding Machine;USD 673,57;2;USD 252,59
CA-2014-138100;September;2014;Jawa Tengah;Consumer;Office Supplies;Paper;Easy-staple paper;USD 14,94;3;USD 7,02
US-2014-115189;Desember;2014;DI Yogyakarta;Corporate;Technology;Phones;ClearSounds CSC500 Amplified Spirit Phone Corded phone;USD 251,96;6;USD 50,39
US-2014-115189;Desember;2014;Jawa Timur;Corporate;Furniture;Tables;Hon 5100 Series Wood Tables;USD 523,76;3;USD 192,05
CA-2014-132542;Oktober;2014;Jawa Timur;Corporate;Office Supplies;Binders;GBC VeloBinder Strips;USD 15,36;2;USD 7,68
CA-2014-130729;Oktober;2014;DKI Jakarta;Consumer;Office Supplies;Binders;Avery Premier Heavy-Duty Binder with Round Locking Rings;USD 34,27;3;USD 11,14
CA-2014-158064;April;2014;Jawa Barat;Consumer;Office Supplies;Binders;ACCOHIDE Binder by Acco;USD 16,52;5;USD 5,58
CA-2014-158470;April;2014;Banten;Consumer;Office Supplies;Binders;GBC Durable Plastic Covers;USD 58,05;3;USD 26,70
CA-2014-125171;September;2014;Jawa Tengah;Consumer;Office Supplies;Labels;Avery 514;USD 14,40;5;USD 7,06
CA-2014-158470;April;2014;DI Yogyakarta;Consumer;Office Supplies;Paper;Xerox 232;USD 71,28;11;USD 34,21
CA-2014-157882;Oktober;2014;Jawa Timur;Corporate;Furniture;Tables;Bevis Round Conference Room Tables and Bases;USD 143,43;1;USD 3,59
CA-2014-157882;Oktober;2014;DKI Jakarta;Corporate;Furniture;Chairs;Global Deluxe Stacking Chair, Gray;USD 122,35;3;USD 13,76
CA-2014-129924;Juli;2014;Jawa Barat;Corporate;Office Supplies;Binders;Tuff Stuff Recycled Round Ring Binders;USD 7,71;2;USD 2,80
CA-2014-129924;Juli;2014;Banten;Corporate;Furniture;Tables;Hon 5100 Series Wood Tables;USD 698,35;3;USD 17,46
CA-2014-111360;November;2014;Jawa Tengah;Home Office;Office Supplies;Binders;Acco Expandable Hanging Binders;USD 5,74;3;USD 4,59
CA-2014-120243;Desember;2014;DI Yogyakarta;Home Office;Office Supplies;Labels;Staple-on labels;USD 11,56;4;USD 5,43
US-2014-167262;Oktober;2014;Jawa Timur;Consumer;Technology;Phones;Plantronics HL10 Handset Lifter;USD 742,34;8;USD 83,51
CA-2014-155271;Mei;2014;DKI Jakarta;Consumer;Furniture;Furnishings;DAX Wood Document Frame;USD 27,46;2;USD 9,89
CA-2014-115056;Mei;2014;Jawa Barat;Consumer;Office Supplies;Appliances;Belkin 6 Outlet Metallic Surge Strip;USD 26,14;3;USD 1,96
US-2014-105767;Mei;2014;Banten;Consumer;Office Supplies;Binders;Angle-D Ring Binders;USD 3,28;2;USD 2,63
US-2014-105767;Mei;2014;Jawa Tengah;Consumer;Technology;Phones;Motorola L804;USD 55,19;2;USD 10,12
US-2014-105767;Mei;2014;DI Yogyakarta;Consumer;Office Supplies;Art;Newell 317;USD 21,17;9;USD 2,38
CA-2014-158281;September;2014;Jawa Timur;Corporate;Technology;Machines;Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop;USD 559,71;3;USD 121,27
CA-2014-167850;Agustus;2014;Jawa Tengah;Corporate;Technology;Phones;AT&T 1070 Corded Phone;USD 178,38;2;USD 22,30
CA-2014-167850;Agustus;2014;DI Yogyakarta;Corporate;Office Supplies;Paper;Xerox 21;USD 15,55;3;USD 5,44
CA-2014-122588;November;2014;Jawa Timur;Consumer;Furniture;Furnishings;DAX Black Cherry Wood-Tone Poster Frame;USD 52,96;2;USD 20,12
CA-2014-102652;April;2014;DKI Jakarta;Corporate;Furniture;Furnishings;C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;USD 33,11;7;USD 12,91
CA-2014-102652;April;2014;Jawa Barat;Corporate;Furniture;Furnishings;Tenex B1-RE Series Chair Mats for Low Pile Carpets;USD 91,96;2;USD 15,63
CA-2014-101427;Desember;2014;Banten;Corporate;Office Supplies;Art;Eldon Spacemaker Box, Quick-Snap Lid, Clear;USD 8,02;3;USD 1,10
CA-2014-102652;April;2014;Jawa Tengah;Corporate;Office Supplies;Paper;Xerox 211;USD 19,44;3;USD 9,33
CA-2014-102652;April;2014;DI Yogyakarta;Corporate;Office Supplies;Paper;Xerox 194;USD 55,48;1;USD 26,63
CA-2014-162278;Oktober;2014;Jawa Timur;Consumer;Furniture;Furnishings;Tenex Chairmats For Use With Carpeted Floors;USD 63,92;4;USD 3,20
CA-2014-162278;Oktober;2014;Jawa Timur;Consumer;Technology;Phones;Vtech CS6719;USD 383,96;5;USD 38,40
CA-2014-115336;November;2014;DKI Jakarta;Corporate;Office Supplies;Binders;GBC White Gloss Covers, Plain Front;USD 14,48;5;USD 23,89
CA-2014-162684;Agustus;2014;Jawa Barat;Home Office;Office Supplies;Fasteners;Acco Clips to Go Binder Clips, 24 Clips in Two Sizes;USD 5,68;2;USD 1,92
CA-2014-101392;Desember;2014;Banten;Home Office;Office Supplies;Storage;Advantus Rolling Drawer Organizers;USD 269,36;7;USD 70,03
CA-2014-154963;Juni;2014;Jawa Tengah;Consumer;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;USD 853,93;5; -   
CA-2014-143210;Desember;2014;DI Yogyakarta;Consumer;Technology;Phones;Cisco IP Phone 7961G VoIP phone - Dark gray;USD 271,90;2;USD 78,85
CA-2014-154963;Juni;2014;Jawa Timur;Consumer;Furniture;Chairs;Padded Folding Chairs, Black, 4/Carton;USD 170,06;3;USD 4,86
CA-2014-143210;Desember;2014;DKI Jakarta;Consumer;Furniture;Furnishings;"Linden 10"" Round Wall Clock, Black";USD 45,84;3;USD 15,59
CA-2014-143210;Desember;2014;Jawa Barat;Consumer;Furniture;Furnishings;Ultra Door Push Plate;USD 9,82;2;USD 3,24
CA-2014-154963;Juni;2014;Banten;Consumer;Technology;Phones;Panasonic Kx-TS550;USD 82,78;3;USD 15,18
US-2014-122021;Oktober;2014;Jawa Tengah;Consumer;Furniture;Chairs;Global Italian Leather Office Chair;USD 183,37;2;USD 7,86
US-2014-122021;Oktober;2014;DI Yogyakarta;Consumer;Office Supplies;Paper;Xerox 1897;USD 7,97;2;USD 2,89
CA-2014-160276;April;2014;Jawa Timur;Corporate;Furniture;Furnishings;Luxo Adjustable Task Clamp Lamp;USD 177,68;2;USD 46,20
CA-2014-145387;Oktober;2014;DKI Jakarta;Consumer;Office Supplies;Paper;"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set";USD 10,16;2;USD 4,78
CA-2014-145387;Oktober;2014;Jawa Barat;Consumer;Furniture;Tables;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";USD 385,69;1;USD 60,61
CA-2014-145387;Oktober;2014;Banten;Consumer;Furniture;Furnishings;Eldon Expressions Wood Desk Accessories, Oak;USD 14,76;2;USD 4,28
CA-2014-145387;Oktober;2014;Jawa Tengah;Consumer;Office Supplies;Binders;GBC Recycled VeloBinder Covers;USD 34,08;2;USD 15,68
CA-2014-145387;Oktober;2014;DI Yogyakarta;Consumer;Furniture;Furnishings;Eldon Wave Desk Accessories;USD 17,67;3;USD 7,77
CA-2014-145387;Oktober;2014;Jawa Timur;Consumer;Furniture;Chairs;Hon Pagoda Stacking Chairs;USD 1.604,90;5;USD 481,47
CA-2014-145387;Oktober;2014;Jawa Tengah;Consumer;Office Supplies;Art;Lumber Crayons;USD 49,25;5;USD 18,72
CA-2014-127964;Maret;2014;DI Yogyakarta;Home Office;Office Supplies;Binders;Cardinal HOLDit! Binder Insert Strips,Extra Strips;USD 25,32;5;USD 9,18
CA-2014-127964;Maret;2014;Jawa Timur;Home Office;Office Supplies;Binders;Ibico Laser Imprintable Binding System Covers;USD 125,76;3;USD 40,87
CA-2014-127964;Maret;2014;DKI Jakarta;Home Office;Technology;Phones;PowerGen Dual USB Car Charger;USD 9,99;1;USD 4,60
CA-2014-146731;November;2014;Jawa Barat;Consumer;Office Supplies;Paper;"Ampad Evidence Wirebond Steno Books, 6"" x 9""";USD 3,49;2;USD 1,18
CA-2014-146500;Agustus;2014;Banten;Consumer;Office Supplies;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus;USD 95,94;3;USD 9,59
CA-2014-146500;Agustus;2014;Jawa Tengah;Consumer;Office Supplies;Binders;Wilson Jones Standard D-Ring Binders;USD 25,30;5;USD 11,89
CA-2014-146731;November;2014;DI Yogyakarta;Consumer;Office Supplies;Paper;Xerox 1884;USD 143,86;9;USD 48,55
CA-2014-148586;Maret;2014;Jawa Timur;Consumer;Furniture;Chairs;Iceberg Nesting Folding Chair, 19w x 6d x 43h;USD 366,79;7;USD 65,21
CA-2014-158442;Maret;2014;Jawa Timur;Consumer;Office Supplies;Art;Newell 333;USD 4,45;2;USD 0,33
CA-2014-158442;Maret;2014;DKI Jakarta;Consumer;Office Supplies;Paper;Xerox 1966;USD 5,18;1;USD 1,88
CA-2014-158442;Maret;2014;Jawa Barat;Consumer;Office Supplies;Paper;Xerox 1967;USD 15,55;3;USD 5,44
US-2014-158638;September;2014;Banten;Home Office;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";USD 5,89;4;USD 4,12
CA-2014-141313;Desember;2014;Jawa Tengah;Corporate;Office Supplies;Storage;Fellowes Strictly Business Drawer File, Letter/Legal Size;USD 704,25;5;USD 84,51
CA-2014-149020;Januari;2014;DI Yogyakarta;Corporate;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";USD 51,94;1;USD 21,30
CA-2014-141313;Desember;2014;Jawa Timur;Corporate;Office Supplies;Appliances;Hoover Upright Vacuum With Dirt Cup;USD 1.737,18;6;USD 503,78
CA-2014-108609;Oktober;2014;DKI Jakarta;Corporate;Furniture;Tables;Hon 94000 Series Round Tables;USD 1.421,66;8;USD 734,53
CA-2014-141313;Desember;2014;Jawa Barat;Corporate;Office Supplies;Paper;Xerox 1906;USD 141,76;4;USD 66,63
CA-2014-149020;Januari;2014;Banten;Corporate;Office Supplies;Labels;Avery 482;USD 2,89;1;USD 1,36
CA-2014-110786;Desember;2014;Jawa Tengah;Corporate;Technology;Machines;DYMO CardScan Personal V9 Business Card Scanner;USD 767,95;6;USD 287,98
CA-2014-110786;Desember;2014;DI Yogyakarta;Corporate;Furniture;Furnishings;"Executive Impressions 10"" Spectator Wall Clock";USD 70,56;6;USD 23,99
CA-2014-110786;Desember;2014;Jawa Timur;Corporate;Technology;Phones;Mophie Juice Pack Helium for iPhone;USD 191,98;3;USD 19,20
CA-2014-106810;Mei;2014;DKI Jakarta;Corporate;Furniture;Furnishings;Electrix Halogen Magnifier Lamp;USD 310,88;2;USD 23,32
CA-2014-110786;Desember;2014;Jawa Barat;Corporate;Office Supplies;Binders;Avery Hanging File Binders;USD 14,35;3;USD 4,66
CA-2014-110786;Desember;2014;Banten;Corporate;Furniture;Furnishings;Stacking Trays by OIC;USD 24,90;5;USD 8,22
CA-2014-110786;Desember;2014;Jawa Tengah;Corporate;Office Supplies;Paper;Xerox 1981;USD 21,12;4;USD 9,50
CA-2014-110786;Desember;2014;DI Yogyakarta;Corporate;Office Supplies;Labels;Avery 477;USD 274,77;9;USD 126,39
CA-2014-109218;Juni;2014;Jawa Timur;Corporate;Office Supplies;Art;BIC Brite Liner Highlighters, Chisel Tip;USD 32,40;5;USD 10,37
CA-2014-159709;Mei;2014;Jawa Tengah;Consumer;Office Supplies;Envelopes;Strathmore #10 Envelopes, Ultimate White;USD 158,13;3;USD 77,48
CA-2014-102330;Desember;2014;DI Yogyakarta;Consumer;Office Supplies;Labels;Alphabetical Labels for Top Tab Filing;USD 88,80;6;USD 44,40
CA-2014-131387;April;2014;Jawa Timur;Consumer;Technology;Phones;Samsung Galaxy Mega 6.3;USD 1.679,96;5;USD 126,00
CA-2014-102330;Desember;2014;DKI Jakarta;Consumer;Technology;Phones;HTC One;USD 319,97;4;USD 36,00
CA-2014-114181;Mei;2014;Jawa Barat;Consumer;Office Supplies;Art;DIXON Ticonderoga Erasable Checking Pencils;USD 22,32;5;USD 5,30
CA-2014-103702;September;2014;Banten;Consumer;Office Supplies;Binders;Premier Elliptical Ring Binder, Black;USD 63,92;7;USD 46,88
CA-2014-114181;Mei;2014;Jawa Tengah;Consumer;Furniture;Bookcases;Bestar Classic Bookcase;USD 349,97;7;USD 216,98
US-2014-119137;Juli;2014;DI Yogyakarta;Consumer;Technology;Accessories;NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router;USD 1.023,94;8;USD 179,19
US-2014-119137;Juli;2014;Jawa Timur;Consumer;Office Supplies;Binders;Wilson Jones Custom Binder Spines & Labels;USD 8,16;5;USD 5,71
US-2014-119137;Juli;2014;Jawa Timur;Consumer;Technology;Accessories;Microsoft Natural Keyboard Elite;USD 479,04;10;USD 29,94
US-2014-119137;Juli;2014;DKI Jakarta;Consumer;Office Supplies;Art;Newell 324;USD 9,24;1;USD 0,92
CA-2014-146969;September;2014;Jawa Barat;Consumer;Technology;Machines;Star Micronics TSP800 TSP847IIU Receipt Printer;USD 686,32;2;USD 223,05
CA-2014-113047;Oktober;2014;Banten;Consumer;Office Supplies;Fasteners;Advantus Map Pennant Flags and Round Head Tacks;USD 11,85;3;USD 3,79
CA-2014-146969;September;2014;Jawa Tengah;Consumer;Furniture;Furnishings;Luxo Professional Combination Clamp-On Lamps;USD 204,60;2;USD 53,20
CA-2014-124737;Agustus;2014;DI Yogyakarta;Consumer;Technology;Phones;Cisco SPA525G2 IP Phone - Wireless;USD 143,64;9;USD 10,77
CA-2014-146969;September;2014;Jawa Timur;Consumer;Office Supplies;Storage;Fellowes Mobile File Cart, Black;USD 62,18;1;USD 16,79
CA-2014-124737;Agustus;2014;DKI Jakarta;Consumer;Office Supplies;Supplies;Acme Titanium Bonded Scissors;USD 6,80;1;USD 0,51
CA-2014-124737;Agustus;2014;Jawa Barat;Consumer;Furniture;Furnishings;Regeneration Desk Collection;USD 4,22;3;USD 1,27
CA-2014-105270;November;2014;Banten;Consumer;Furniture;Chairs;Hon Olson Stacker Stools;USD 112,65;1;USD 11,26
CA-2014-105270;November;2014;Jawa Tengah;Consumer;Office Supplies;Art;50 Colored Long Pencils;USD 30,48;3;USD 7,92
CA-2014-146969;September;2014;DI Yogyakarta;Consumer;Office Supplies;Fasteners;Stockwell Push Pins;USD 8,72;4;USD 2,88
CA-2014-124737;Agustus;2014;Jawa Timur;Consumer;Office Supplies;Paper;Xerox 1976;USD 15,55;3;USD 5,44
CA-2014-124737;Agustus;2014;DKI Jakarta;Consumer;Office Supplies;Paper;Xerox 1931;USD 31,10;6;USD 10,89
CA-2014-124737;Agustus;2014;Jawa Barat;Consumer;Office Supplies;Paper;Xerox 1988;USD 223,06;9;USD 69,71
CA-2014-146969;September;2014;Banten;Consumer;Office Supplies;Paper;Xerox 223;USD 6,48;1;USD 3,11
US-2014-103905;Juli;2014;Jawa Tengah;Home Office;Office Supplies;Binders;Acco D-Ring Binder w/DublLock;USD 29,93;7;USD 46,39
CA-2014-155852;Maret;2014;DI Yogyakarta;Consumer;Office Supplies;Art;Zebra Zazzle Fluorescent Highlighters;USD 19,46;4;USD 3,40
CA-2014-131800;Desember;2014;Jawa Timur;Consumer;Office Supplies;Binders;Cardinal HOLDit! Binder Insert Strips,Extra Strips;USD 35,45;7;USD 12,85
CA-2014-131800;Desember;2014;Jawa Tengah;Consumer;Office Supplies;Appliances;Kensington 6 Outlet SmartSocket Surge Protector;USD 122,94;3;USD 30,74
CA-2014-113362;September;2014;DI Yogyakarta;Consumer;Office Supplies;Storage;Fellowes Officeware Wire Shelving;USD 449,15;5;USD 8,98
CA-2014-113362;September;2014;Jawa Timur;Consumer;Office Supplies;Envelopes;Colored Envelopes;USD 11,07;3;USD 5,09
CA-2014-117345;Agustus;2014;DKI Jakarta;Corporate;Office Supplies;Labels;Self-Adhesive Address Labels for Typewriters by Universal;USD 17,54;3;USD 5,92
CA-2014-117345;Agustus;2014;Jawa Barat;Corporate;Office Supplies;Appliances;Honeywell Quietcare HEPA Air Cleaner;USD 62,92;1;USD 10,22
CA-2014-117345;Agustus;2014;Banten;Corporate;Furniture;Furnishings;9-3/4 Diameter Round Wall Clock;USD 44,13;4;USD 12,14
CA-2014-117345;Agustus;2014;Jawa Tengah;Corporate;Office Supplies;Paper;Xerox 1916;USD 78,30;2;USD 29,36
CA-2014-109904;Juli;2014;DI Yogyakarta;Corporate;Office Supplies;Art;Newell 315;USD 17,94;3;USD 4,49
CA-2014-169642;Juli;2014;Jawa Timur;Corporate;Office Supplies;Storage;SAFCO Commercial Wire Shelving, Black;USD 276,28;2; -   
CA-2014-141355;September;2014;Jawa Timur;Home Office;Office Supplies;Art;Dixon Ticonderoga Core-Lock Colored Pencils;USD 14,58;2;USD 2,37
CA-2014-165568;Februari;2014;DKI Jakarta;Corporate;Office Supplies;Binders;Pressboard Data Binders by Wilson Jones;USD 21,36;5;USD 7,21
US-2014-114377;November;2014;Jawa Barat;Consumer;Furniture;Chairs;Global Stack Chair with Arms, Black;USD 149,90;5;USD 40,47
CA-2014-155390;Desember;2014;Banten;Consumer;Office Supplies;Paper;Xerox 1909;USD 42,21;2;USD 13,72
US-2014-154655;Oktober;2014;Jawa Tengah;Corporate;Office Supplies;Supplies;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L";USD 22,24;2;USD 2,50
CA-2014-100391;Mei;2014;DI Yogyakarta;Consumer;Office Supplies;Paper;Strathmore Photo Frame Cards;USD 14,62;2;USD 6,73
CA-2014-163013;November;2014;Jawa Timur;Consumer;Office Supplies;Art;Newell 331;USD 14,67;3;USD 3,96
CA-2014-137911;Oktober;2014;DKI Jakarta;Corporate;Office Supplies;Paper;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;USD 88,77;2;USD 31,07
US-2014-134971;Juni;2014;Jawa Barat;Corporate;Office Supplies;Binders;Wilson Jones Century Plastic Molded Ring Binders;USD 12,46;3;USD 20,56
CA-2014-162992;Desember;2014;Banten;Corporate;Technology;Phones;Wi-Ex zBoost YX540 Cellular Phone Signal Booster;USD 583,80;5;USD 72,97
CA-2014-146990;November;2014;Jawa Tengah;Corporate;Office Supplies;Paper;Riverleaf Stik-Withit Designer Note Cubes;USD 30,18;3;USD 13,88
CA-2014-162992;Desember;2014;DI Yogyakarta;Corporate;Office Supplies;Fasteners;Advantus T-Pin Paper Clips;USD 22,55;5;USD 8,79
CA-2014-146990;November;2014;Jawa Timur;Corporate;Office Supplies;Fasteners;Binder Clips by OIC;USD 5,92;4;USD 2,84
CA-2014-162992;Desember;2014;DKI Jakarta;Corporate;Technology;Phones;Clarity 53712;USD 211,17;4;USD 15,84
CA-2014-162992;Desember;2014;Jawa Barat;Corporate;Office Supplies;Labels;Avery 516;USD 14,62;2;USD 6,87
CA-2014-113859;September;2014;Banten;Home Office;Furniture;Chairs;Padded Folding Chairs, Black, 4/Carton;USD 340,12;6;USD 9,72
CA-2014-147543;Juli;2014;Jawa Tengah;Home Office;Furniture;Chairs;Global Comet Stacking Armless Chair;USD 478,48;2;USD 47,85
CA-2014-139892;September;2014;DI Yogyakarta;Consumer;Office Supplies;Storage;Space Solutions HD Industrial Steel Shelving.;USD 275,93;3;USD 58,63
CA-2014-139892;September;2014;Jawa Timur;Consumer;Technology;Phones;JBL Micro Wireless Portable Bluetooth Speaker;USD 143,98;3;USD 9,00
CA-2014-139892;September;2014;Jawa Tengah;Consumer;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece Power Center;USD 177,98;5;USD 453,85
CA-2014-139892;September;2014;DI Yogyakarta;Consumer;Technology;Machines;Lexmark MX611dhe Monochrome Laser Printer;USD 8.159,95;8;USD 1.359,99
CA-2014-139892;September;2014;Jawa Timur;Consumer;Office Supplies;Art;Sanford Liquid Accent Highlighters;USD 32,06;6;USD 6,81
CA-2014-139892;September;2014;DKI Jakarta;Consumer;Office Supplies;Art;BIC Brite Liner Highlighters;USD 9,94;3;USD 2,73
CA-2014-139892;September;2014;Jawa Barat;Consumer;Furniture;Chairs;SAFCO Arco Folding Chair;USD 1.740,06;9;USD 24,86
US-2014-138247;Desember;2014;Banten;Home Office;Technology;Phones;Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black;USD 173,66;7;USD 17,37
US-2014-138247;Desember;2014;Jawa Tengah;Home Office;Furniture;Furnishings;Westinghouse Floor Lamp with Metal Mesh Shade, Black;USD 23,99;1;USD 5,52
US-2014-138247;Desember;2014;DI Yogyakarta;Home Office;Technology;Accessories;Sony 32GB Class 10 Micro SDHC R40 Memory Card;USD 62,85;3;USD 13,20
